company_name,valuation,date_joined,country,city,industry,investors,founded_year,total_raised,about_company,company_address_street,company_address_city_state_zip,company_address_city_country,company_address_city_phone,company_url,company_img,financials_investors_count,financials_investments,iso_alpha,continent,year_joined,month_joined,day_joined
ShipBob,1.0,2021-06-29,United States,Chicago,Consumer & Retail,"Hyde Park Venture Partners, FundersClub. Bain Capital Ventures",2014,$331.1M,"ShipBob develops a technology-enabled third-party logistics (3PL) offering simple and fast e-commerce fulfillment for direct-to-consumer brands. It helps brands to ship orders to their customer's shops. It also offers order and inventory management, warehouse management, predictive data and analytics, and more. The company was founded in 2014 and is based in Chicago, Illinois.",120 North Racine Avenue Suite 100,"Chicago, Illinois, 60607, ",United States,312-313-1104,https://shipbob.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/61239b59-b419-4e4b-a67b-6340dad16e37.png?w=3840,14,,USA,Americas,2021,6,29
Kong,1.4,2020-12-31,United States,San Francisco,Enterprise Tech,"New Enterprise Associates, CRV, Index Ventures",2017,$170.5M,"Kong provides an open-source Application Programming Interface (API) marketplace for developers and engineers. It enables teams to distribute, monetize, manage, analyze, and more. Its customers use its interface for security, analytics, onboarding, monitoring, and access control. The company facilitates security and governance, building, running, and testing of APIs. It primarily serves the business industry. Kong was formerly known as Mashape. It was founded in 2017 and is based in San Francisco, California.",77 Geary Street Suite 630,"San Francisco, California, 94108, ",United States,628-243-7512,https://konghq.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/4b5ecc32-c8f0-44f7-b231-882aba2da7f0.png?w=3840,17,,USA,Americas,2020,12,31
Postman,5.6,2020-06-11,United States,San Francisco,Enterprise Tech,"Nexus Venture Partners, CRV, Insight Partners",2014,$433M,"Postman serves as an API platform in the technology sector, focusing on streamlining the API development process. The company offers a suite of tools that simplify building, testing, and collaborating on APIs, making it accessible for developers and organizations to create and manage APIs efficiently. Postman primarily serves the software development industry. It was founded in 2014 and is based in San Francisco, California.",201 Mission Street Suite 2375,"San Francisco, California, 94105, ",United States,415-796-6470,https://postman.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/f7323400-151c-45f1-a035-1c9eb5dc0518.png?w=3840,8,,USA,Americas,2020,6,11
Cart.com,1.2,2023-06-27,United States,Austin,Consumer & Retail,"Mercury Fund, Bearing Ventures, Moonshots Capital",2020,$780.71M,"Cart.com focuses on commerce and logistics solutions in the e-commerce industry. The company offers a range of services including fulfillment and logistics, commerce software, and commerce services, which help businesses streamline operations across various channels and drive growth. Its offerings primarily cater to both direct-to-consumer and business-to-business sectors. It was founded in 2020 and is based in Houston, Texas.",1334 Brittmoore Road Suite 225,"Houston, Texas, 77043, ",United States,866-340-2278,https://cart.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/70de65bc-e35d-458f-b389-951cac07e602.png?w=3840,30,,USA,Americas,2023,6,27
PatSnap,1.0,2021-03-16,Singapore,,Enterprise Tech,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",2007,$352.32M,"PatSnap is a company focused on providing innovation intelligence and patent analytics for various industries. Its main offerings include a platform that aids in the ideation to commercialization process by leveraging AI to analyze patents, R&D insights, and competitive landscapes. PatSnap serves sectors such as agriculture, chemicals, consumer goods, life sciences, automotive, oil and gas, professional services, aviation, aerospace, and education. It was founded in 2007 and is based in Beijing, Beijing.","Room 2307, Tower 3, Block B, Wangjing SOHO No. 10 Wangjing Street Chaoyang District","Beijing, Beijing, 100020, ",China,+65 65898770,https://patsnap.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/05b36f5d-1343-45e3-b3cb-1f1e0466a428.png?w=3840,10,,SGP,Asia,2021,3,16
Aiven,3.21,2021-10-18,Finland,Helsinki,Enterprise Tech,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2016,$419.93M,"Aiven provides an open-source database management platform. It provides managed open-source data technologies, such as postgres structured query language (PostgreSQL), Kafka, and OpenSearch, and allows developers to create applications. The company was founded in 2016 and is based in Helsinki, Finland.",Antinkatu 1 6th floor,"Helsinki, 00100, ",Finland,860-908-6924,https://aiven.io,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/82b93878-59cb-4490-b82e-d58464129462.png?w=3840,18,,FIN,Europe,2021,10,18
Infinidat,1.6,2015-04-29,United States,Waltham,Enterprise Tech,"TPG Growth, Goldman Sachs",2011,$325M,"Infinidat focuses on providing enterprise data and cloud solutions. The company offers primary and secondary storage platforms that provide storage for mixed application workloads, data protection with cyber resilience, and high performance for heavy workloads. It primarily sells to sectors such as banking/financial services, retail, education, telecom, government, healthcare, managed service providers, and manufacturing. The company was founded in 2011 and is based in Herzliya Pituach, Israel.",9 Hamenofim Street Akerstein Tower A,"Herzliya Pituach, 46725, ",Israel,855-900-4634,https://infinidat.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/37bd294a-8be9-4936-803d-1d3ff6dba81b.png?w=3840,7,,USA,Americas,2015,4,29
Lyra Health,5.85,2020-08-25,United States,Burlingame,Healthcare & Life Sciences,"Greylock Partners, Venrock, Providence Ventures",2015,$906.13M,"Lyra Health specializes in providing workforce mental health care solutions within the healthcare industry. The company offers evidence-based mental health care, utilizing AI-powered provider matching and a digital platform to deliver personalized support and treatment. Lyra Health's services cater to a diverse range of mental health needs, ensuring accessible and effective care for individuals and teams. It was founded in 2015 and is based in Burlingame, California.",287 Lorton Avenue ,"Burlingame, California, 94010, ",United States,800-505-5972,https://lyrahealth.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/3b26f8f7-513a-404d-8636-c63e70c8d322.png?w=3840,23,,USA,Americas,2020,8,25
Honor Technology,1.25,2021-10-05,United States,San Francisco,Healthcare & Life Sciences,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2014,$622.12M,"Honor specializes in providing home care services for aging adults within the healthcare sector. The company offers non-medical assistance to older adults by professional care professionals, focusing on improving daily living and maintaining independence at home. Honor primarily serves the aging population and their families, leveraging technology to enhance the quality and delivery of home care services. Honor was formerly known as Sona Labs. It was founded in 2014 and is based in Omaha, Nebraska.",13323 California Street ,"Omaha, Nebraska, 68154, ",United States,877-777-5116,https://honorcare.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/cfbe6e66-1f3f-4e07-aa70-4e64bc724756.png?w=3840,53,,USA,Americas,2021,10,5
Trumid,2.4,2020-07-15,United States,New York,Financial Services,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2014,$711.73M,"Trumid operates as a financial technology company. It provides an electronic trading platform and provides corporate bond market professionals with direct access to anonymous and counterparty-disclosed liquidity. It primarily serves the financial technology sector. The company was founded in 2014 and is based in New York, New York.",1411 Broadway Suite 2410,"New York, New York, 10018, ",United States,212-618-0307,https://trumid.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/77da09a2-a102-4cbe-89ab-ca5b841986a9.png?w=3840,21,,USA,Americas,2020,7,15
Sysdig,2.5,2021-04-28,United States,San Francisco,Enterprise Tech,"Accel, Bain Capital Ventures, Insight Partners",2013,$728.2M,"Sysdig provides security for cloud-based systems, containers, and Kubernetes. The company offers a platform that helps detect threats, manage vulnerabilities, control risks across multiple cloud environments, and manage permissions. It primarily serves the cloud computing industry. It facilitates vulnerability management, posture management, cloud monitoring, custom metrics, and more. Its products are Sysdig Platform and Sysdig Monitor. It was formerly known as Draios. It was founded in 2013 and is based in San Francisco, California.",135 Main Street 21st Floor,"San Francisco, California, 94105, ",United States,415-872-9473,https://sysdig.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/4051e39e-27a8-4535-974b-2138dd5134f4.png?w=3840,15,,USA,Americas,2021,4,28
Sisense,1.1,2020-01-09,United States,New York,Enterprise Tech,"Opus Capital, Genesis Partners, Battery Ventures",2004,$278M,"Sisense operates as a company focused on data analytics in the technology sector. It offers a platform that allows businesses to integrate intelligent analytics into their products, converting data into actionable insights. It primarily serves sectors such as retail, life sciences, and manufacturing. It was founded in 2004 and is based in New York, New York.",1359 Broadway 4th Floor,"New York, New York, 10018, ",United States,212 608-4041,https://sisense.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/8b8103e0-6119-497c-a4a6-2613ce339b65.png?w=3840,11,,USA,Americas,2020,1,9
TrueLayer,1.0,2021-09-21,United Kingdom,London,Financial Services,"Anthemis, Connect Ventures, Northzone Ventures",2016,$271.8M,"TrueLayer provides an open banking platform, specializing in the financial technology sector. The company provides solutions for instant bank payments, verified payouts, and streamlined user onboarding, leveraging real-time financial and identity data. TrueLayer primarily serves businesses in the ecommerce, iGaming, financial services, and cryptocurrency sectors. TrueLayer was formerly known as Finport. It was founded in 2016 and is based in London, England.","40 Finsbury Square Part Ground Floor (East), Floors 6 and 7, The Gilbert","London, England, EC2A 1PX, ",United Kingdom,+44 300 500 0597,https://truelayer.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/225ca61b-782b-413d-855d-22f0455d1a23.png?w=3840,17,3,GBR,Europe,2021,9,21
FourKites,1.0,2022-06-21,United States,Chicago,Enterprise Tech,"Hyde Park Venture Partners, Bain Capital Ventures, Hyde Park Angels",2014,$242.9M,"FourKites offers a supply chain visibility platform. Its platform delivers real-time visibility and execution for companies and third-party logistics firms. It serves food and beverage, pharmaceutical, retail, and other industries. The company was founded in 2014 and is based in Chicago, Illinois.",110 North Wacker Drive Suite 4550,"Chicago, Illinois, 60606, ",United States,888-466-6958,https://fourkites.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/e5fd18d2-a48f-476f-917c-d8f6e0fdd038.png?w=3840,16,,USA,Americas,2022,6,21
TUNGEE,1.3,2021-12-15,China,Guangzhou,Enterprise Tech,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2016,$171.05M,"TUNGEE is a provider of intelligent sales solutions using big data and AI within the sales and technology sector. The company offers a comprehensive suite of services that include lead mining, business opportunity engagement, customer relationship management, and order analysis to help enterprises improve sales efficiency and performance. These solutions cater to a broad range of industries, including manufacturing, e-commerce, and financial services, by enabling digital transformation and sales process optimization. It was founded in 2016 and is based in Guangzhou, Guangdong.","5th Floor, Qinglan Street No.26, Xiaoguwei Street Panyu District","Guangzhou, Guangdong, ",China,,https://tungee.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/cbe6ce1a-475c-4a88-a524-587505db78c1.png?w=3840,9,,CHN,Asia,2021,12,15
